CTR Code,order date,region,country,promotion_category,promotion_theme,product,sku,part_no,position,make_model,qty,unit_price,amount,currency,target,sell_type,customer
CQ0326L,2026-02-27,ASIA,필리핀,Trade promotion,CHOICE_KIT,Control Arm,CQ0326L,CQ0326L,,TOYOTA,10,24.19,241.9,USD,B2B,SELL-IN,YOUNG AUTO
CQ0326R,2026-02-27,ASIA,필리핀,Trade promotion,CHOICE_KIT,Control Arm,CQ0326R,CQ0326R,,TOYOTA,10,24.19,241.9,USD,B2B,SELL-IN,YOUNG AUTO
CE0925L,2026-02-27,ASIA,필리핀,Trade promotion,CHOICE_KIT,OTR,CE0925L,CE0925L,,FORD,10,6.37,63.7,USD,B2B,SELL-IN,YOUNG AUTO
CE0925R,2026-02-27,ASIA,필리핀,Trade promotion,CHOICE_KIT,OTR,CE0925R,CE0925R,,FORD,10,6.37,63.7,USD,B2B,SELL-IN,YOUNG AUTO
CE0873L,2026-02-27,ASIA,필리핀,Trade promotion,CHOICE_KIT,OTR,CE0873L,CE0873L,,HONDA,10,6.640000000000001,66.4,USD,B2B,SELL-IN,YOUNG AUTO
CE0873R,2026-02-27,ASIA,필리핀,Trade promotion,CHOICE_KIT,OTR,CE0873R,CE0873R,,HONDA,10,6.640000000000001,66.4,USD,B2B,SELL-IN,YOUNG AUTO
CE0954L,2026-02-27,ASIA,필리핀,Trade promotion,CHOICE_KIT,OTR,CE0954L,CE0954L,,HONDA,10,6.7700000000000005,67.7,USD,B2B,SELL-IN,YOUNG AUTO
CE0954R,2026-02-27,ASIA,필리핀,Trade promotion,CHOICE_KIT,OTR,CE0954R,CE0954R,,HONDA,10,6.7700000000000005,67.7,USD,B2B,SELL-IN,YOUNG AUTO
CE0449,2026-02-27,ASIA,필리핀,Trade promotion,CHOICE_KIT,OTR,CE0449,CE0449,,MAZDA,30,4.73,141.9,USD,B2B,SELL-IN,YOUNG AUTO
CE0450,2026-02-27,ASIA,필리핀,Trade promotion,CHOICE_KIT,OTR,CE0450,CE0450,,MAZDA,30,5.819999999999999,174.6,USD,B2B,SELL-IN,YOUNG AUTO
CE0541,2026-02-27,ASIA,필리핀,Trade promotion,CHOICE_KIT,OTR,CE0541,CE0541,,NISSAN,10,8.07,80.7,USD,B2B,SELL-IN,YOUNG AUTO
CE0542,2026-02-27,ASIA,필리핀,Trade promotion,CHOICE_KIT,OTR,CE0542,CE0542,,NISSAN,10,7.1,71.0,USD,B2B,SELL-IN,YOUNG AUTO
CL0759,2026-02-27,ASIA,태국,Trade promotion,CHOICE_KIT,Stabilizer Link,CL0759,CL0759,,NISSAN,25,4.58,114.5,USD,B2B,SELL-IN,CSH
CB0151,2026-02-27,ASIA,태국,Trade promotion,CHOICE_KIT,Ball Joint,CB0151,CB0151,,ISUZU,90,8.5,765.0,USD,B2B,SELL-IN,CSH
CR0628,2026-03-05,ASIA,태국,Trade promotion,CHOICE_KIT,ITR,CR0628,CR0628,,TOYOTA,10,3.9899999999999998,39.9,USD,B2B,SELL-IN,CSH
CR0676,2026-03-05,ASIA,태국,Trade promotion,CHOICE_KIT,ITR,CR0676,CR0676,,TOYOTA,20,5.63,112.6,USD,B2B,SELL-IN,CSH
CE0287L,2026-03-05,ASIA,태국,Trade promotion,CHOICE_KIT,OTR,CE0287L,CE0287L,,GMDAT,20,3.6799999999999997,73.6,USD,B2B,SELL-IN,CSH
CE0287R,2026-03-05,ASIA,태국,Trade promotion,CHOICE_KIT,OTR,CE0287R,CE0287R,,GMDAT,20,3.6799999999999997,73.6,USD,B2B,SELL-IN,CSH
CL02530S,2026-03-05,ASIA,태국,Trade promotion,CHOICE_KIT,Stabilizer Link,CL02530S,CL02530S,,CHEVROLET,40,3.16,126.4,USD,B2B,SELL-IN,CSH
CB0315,2026-03-05,ASIA,태국,Trade promotion,CHOICE_KIT,Ball Joint,CB0315,CB0315,,NISSAN,100,4.89,489.0,USD,B2B,SELL-IN,CSH
CE0572,2026-03-05,ASIA,태국,Trade promotion,CHOICE_KIT,OTR,CE0572,CE0572,,NISSAN,36,4.77,171.72,USD,B2B,SELL-IN,CSH
CB0296,2026-03-05,ASIA,태국,Trade promotion,CHOICE_KIT,Ball Joint,CB0296,CB0296,,NISSAN,60,4.739999999999999,284.4,USD,B2B,SELL-IN,CSH
CB0461,2026-03-05,ASIA,태국,Trade promotion,CHOICE_KIT,Ball Joint,CB0461,CB0461,,FORD,24,8.92,214.08,USD,B2B,SELL-IN,CSH
CE0482,2026-03-05,ASIA,태국,Trade promotion,CHOICE_KIT,OTR,CE0482,CE0482,,MAZDA,20,5.41,108.2,USD,B2B,SELL-IN,CSH
CB0287,2026-03-05,ASIA,태국,Trade promotion,CHOICE_KIT,Ball Joint,CB0287,CB0287,,MAZDA,32,8.23,263.36,USD,B2B,SELL-IN,CSH
CL05970S,2026-03-05,ASIA,태국,Trade promotion,CHOICE_KIT,Stabilizer Link,CL05970S,CL05970S,,TOYOTA,40,3.44,137.6,USD,B2B,SELL-IN,CSH
CL0246R,2026-03-05,ASIA,태국,Trade promotion,CHOICE_KIT,Stabilizer Link,CL0246R,CL0246R,,GMDAT,10,3.37,33.7,USD,B2B,SELL-IN,CSH
CL0246L,2026-03-05,ASIA,태국,Trade promotion,CHOICE_KIT,Stabilizer Link,CL0246L,CL0246L,,GMDAT,10,3.37,33.7,USD,B2B,SELL-IN,CSH
CL0247,2026-03-05,ASIA,태국,Trade promotion,CHOICE_KIT,Stabilizer Link,CL0247,CL0247,,GMDAT,20,3.16,63.2,USD,B2B,SELL-IN,CSH
CE0198,2026-03-05,ASIA,태국,Trade promotion,CHOICE_KIT,OTR,CE0198,CE0198,,HONDA,40,3.4,136.0,USD,B2B,SELL-IN,CSH
CL0220LS,2026-03-05,ASIA,태국,Trade promotion,CHOICE_KIT,Stabilizer Link,CL0220LS,CL0220LS,,HONDA,30,3.86,115.8,USD,B2B,SELL-IN,CSH
CL0220RS,2026-03-05,ASIA,태국,Trade promotion,CHOICE_KIT,Stabilizer Link,CL0220RS,CL0220RS,,HONDA,40,3.8600000000000003,154.4,USD,B2B,SELL-IN,CSH
CR0164,2026-03-05,ASIA,태국,Trade promotion,CHOICE_KIT,ITR,CR0164,CR0164,,HONDA,20,4.63,92.6,USD,B2B,SELL-IN,CSH
CE0234,2026-03-05,ASIA,태국,Trade promotion,CHOICE_KIT,OTR,CE0234,CE0234,,HONDA,26,5.01,130.26,USD,B2B,SELL-IN,CSH
CE0235,2026-03-05,ASIA,태국,Trade promotion,CHOICE_KIT,OTR,CE0235,CE0235,,HONDA,26,5.01,130.26,USD,B2B,SELL-IN,CSH
CR0185,2026-03-05,ASIA,태국,Trade promotion,CHOICE_KIT,ITR,CR0185,CR0185,,HONDA,32,5.23,167.36,USD,B2B,SELL-IN,CSH
CB0114,2026-03-05,ASIA,태국,Trade promotion,CHOICE_KIT,Ball Joint,CB0114,CB0114,,HONDA,30,3.3699999999999997,101.1,USD,B2B,SELL-IN,CSH
CL0207LS,2026-03-05,ASIA,태국,Trade promotion,CHOICE_KIT,Stabilizer Link,CL0207LS,CL0207LS,,HONDA,20,3.4200000000000004,68.4,USD,B2B,SELL-IN,CSH
CL0207RS,2026-03-05,ASIA,태국,Trade promotion,CHOICE_KIT,Stabilizer Link,CL0207RS,CL0207RS,,HONDA,20,3.4200000000000004,68.4,USD,B2B,SELL-IN,CSH
CL0652LS,2026-03-05,ASIA,태국,Trade promotion,CHOICE_KIT,Stabilizer Link,CL0652LS,CL0652LS,,HONDA,28,2.7800000000000002,77.84,USD,B2B,SELL-IN,CSH
CL0652RS,2026-03-05,ASIA,태국,Trade promotion,CHOICE_KIT,Stabilizer Link,CL0652RS,CL0652RS,,HONDA,28,2.7800000000000002,77.84,USD,B2B,SELL-IN,CSH
CE0211,2026-03-05,ASIA,태국,Trade promotion,CHOICE_KIT,OTR,CE0211,CE0211,,HONDA,24,5.55,133.2,USD,B2B,SELL-IN,CSH
CE0212,2026-03-05,ASIA,태국,Trade promotion,CHOICE_KIT,OTR,CE0212,CE0212,,HONDA,12,5.55,66.6,USD,B2B,SELL-IN,CSH
CB0135,2026-03-05,ASIA,태국,Trade promotion,CHOICE_KIT,Ball Joint,CB0135,CB0135,,HONDA,30,7.22,216.6,USD,B2B,SELL-IN,CSH
CE0219,2026-03-05,ASIA,태국,Trade promotion,CHOICE_KIT,OTR,CE0219,CE0219,,HONDA,20,5.2700000000000005,105.4,USD,B2B,SELL-IN,CSH
CE0220,2026-03-05,ASIA,태국,Trade promotion,CHOICE_KIT,OTR,CE0220,CE0220,,HONDA,20,5.2700000000000005,105.4,USD,B2B,SELL-IN,CSH
CL01690S,2026-03-05,ASIA,태국,Trade promotion,CHOICE_KIT,Stabilizer Link,CL01690S,CL01690S,,HONDA,28,2.98,83.44,USD,B2B,SELL-IN,CSH
CL01700S,2026-03-05,ASIA,태국,Trade promotion,CHOICE_KIT,Stabilizer Link,CL01700S,CL01700S,,HONDA,28,2.98,83.44,USD,B2B,SELL-IN,CSH
CR0194,2026-03-05,ASIA,태국,Trade promotion,CHOICE_KIT,ITR,CR0194,CR0194,,HONDA,10,5.49,54.9,USD,B2B,SELL-IN,CSH
CE0762,2026-03-05,ASIA,태국,Trade promotion,CHOICE_KIT,OTR,CE0762,CE0762,,TOYOTA,540,4.68,2527.2,USD,B2B,SELL-IN,CSH
CE0765,2026-03-05,ASIA,태국,Trade promotion,CHOICE_KIT,OTR,CE0765,CE0765,,TOYOTA,128,4.28,547.84,USD,B2B,SELL-IN,CSH
CR0244,2026-03-05,ASIA,태국,Trade promotion,CHOICE_KIT,ITR,CR0244,CR0244,,GMDAT,20,5.529999999999999,110.6,USD,B2B,SELL-IN,CSH
CL0151,2026-03-05,ASIA,태국,Trade promotion,CHOICE_KIT,Stabilizer Link,CL0151,CL0151,,HONDA,28,3.0,84.0,USD,B2B,SELL-IN,CSH
CL0152,2026-03-05,ASIA,태국,Trade promotion,CHOICE_KIT,Stabilizer Link,CL0152,CL0152,,HONDA,28,3.0,84.0,USD,B2B,SELL-IN,CSH
CL0186,2026-03-05,ASIA,태국,Trade promotion,CHOICE_KIT,Stabilizer Link,CL0186,CL0186,,HONDA,56,2.9899999999999998,167.44,USD,B2B,SELL-IN,CSH
CL0194,2026-03-05,ASIA,태국,Trade promotion,CHOICE_KIT,Stabilizer Link,CL0194,CL0194,,HONDA,28,2.9899999999999998,83.72,USD,B2B,SELL-IN,CSH
CL0195,2026-03-05,ASIA,태국,Trade promotion,CHOICE_KIT,Stabilizer Link,CL0195,CL0195,,HONDA,20,3.6100000000000003,72.2,USD,B2B,SELL-IN,CSH
CR0184,2026-03-05,ASIA,태국,Trade promotion,CHOICE_KIT,ITR,CR0184,CR0184,,HONDA,10,4.92,49.2,USD,B2B,SELL-IN,CSH
CB0155,2026-03-05,ASIA,태국,Trade promotion,CHOICE_KIT,Ball Joint,CB0155,CB0155,,ISUZU,480,5.1899999999999995,2491.2,USD,B2B,SELL-IN,CSH
CL0107,2026-03-05,ASIA,태국,Trade promotion,CHOICE_KIT,Stabilizer Link,CL0107,CL0107,,GM,208,2.7800000000000002,578.24,USD,B2B,SELL-IN,CSH
CR0223,2026-03-05,ASIA,태국,Trade promotion,CHOICE_KIT,ITR,CR0223,CR0223,,ISUZU,100,5.72,572.0,USD,B2B,SELL-IN,CSH
CR0229,2026-03-05,ASIA,태국,Trade promotion,CHOICE_KIT,ITR,CR0229,CR0229,,ISUZU,40,8.08,323.2,USD,B2B,SELL-IN,CSH
CR0230,2026-03-05,ASIA,태국,Trade promotion,CHOICE_KIT,ITR,CR0230,CR0230,,ISUZU,40,7.74,309.6,USD,B2B,SELL-IN,CSH
CR0231,2026-03-05,ASIA,태국,Trade promotion,CHOICE_KIT,ITR,CR0231,CR0231,,ISUZU,100,8.05,805.0,USD,B2B,SELL-IN,CSH
CB0149,2026-03-05,ASIA,태국,Trade promotion,CHOICE_KIT,Ball Joint,CB0149,CB0149,,ISUZU,600,8.33,4998.0,USD,B2B,SELL-IN,CSH
CB0153,2026-03-05,ASIA,태국,Trade promotion,CHOICE_KIT,Ball Joint,CB0153,CB0153,,ISUZU,120,5.27,632.4,USD,B2B,SELL-IN,CSH
CB0279,2026-03-05,ASIA,태국,Trade promotion,CHOICE_KIT,Ball Joint,CB0279,CB0279,,MAZDA,60,6.73,403.8,USD,B2B,SELL-IN,CSH
CB0323,2026-03-05,ASIA,태국,Trade promotion,CHOICE_KIT,Ball Joint,CB0323,CB0323,,NISSAN,40,5.13,205.2,USD,B2B,SELL-IN,CSH
CL0619,2026-03-05,ASIA,태국,Trade promotion,CHOICE_KIT,Stabilizer Link,CL0619,CL0619,,TOYOTA,20,2.88,57.6,USD,B2B,SELL-IN,CSH
CL0221LS,2026-03-05,ASIA,태국,Trade promotion,CHOICE_KIT,Stabilizer Link,CL0221LS,CL0221LS,,HONDA,20,3.87,77.4,USD,B2B,SELL-IN,CSH
CL0221RS,2026-03-05,ASIA,태국,Trade promotion,CHOICE_KIT,Stabilizer Link,CL0221RS,CL0221RS,,HONDA,10,3.87,38.7,USD,B2B,SELL-IN,CSH
CL03930S,2026-03-05,ASIA,태국,Trade promotion,CHOICE_KIT,Stabilizer Link,CL03930S,CL03930S,,MITSUBISHI,12,3.26,39.12,USD,B2B,SELL-IN,CSH
CR0386,2026-03-05,ASIA,태국,Trade promotion,CHOICE_KIT,ITR,CR0386,CR0386,,MITSUBISHI,12,4.57,54.84,USD,B2B,SELL-IN,CSH
CE0532,2026-03-05,ASIA,태국,Trade promotion,CHOICE_KIT,OTR,CE0532,CE0532,,NISSAN,26,5.930000000000001,154.18,USD,B2B,SELL-IN,CSH
CL04770S,2026-03-05,ASIA,태국,Trade promotion,CHOICE_KIT,Stabilizer Link,CL04770S,CL04770S,,NISSAN,60,3.4699999999999998,208.2,USD,B2B,SELL-IN,CSH
CR0490,2026-03-05,ASIA,태국,Trade promotion,CHOICE_KIT,ITR,CR0490,CR0490,,NISSAN,32,4.96,158.72,USD,B2B,SELL-IN,CSH
CE0479,2026-03-05,ASIA,태국,Trade promotion,CHOICE_KIT,OTR,CE0479,CE0479,,MAZDA,26,6.37,165.62,USD,B2B,SELL-IN,CSH
CE0480,2026-03-05,ASIA,태국,Trade promotion,CHOICE_KIT,OTR,CE0480,CE0480,,MAZDA,26,6.37,165.62,USD,B2B,SELL-IN,CSH
CL04300S,2026-03-05,ASIA,태국,Trade promotion,CHOICE_KIT,Stabilizer Link,CL04300S,CL04300S,,FORD,50,3.22,161.0,USD,B2B,SELL-IN,CSH
CR0430,2026-03-05,ASIA,태국,Trade promotion,CHOICE_KIT,ITR,CR0430,CR0430,,MAZDA,32,5.18,165.76,USD,B2B,SELL-IN,CSH
CB0274,2026-03-05,ASIA,태국,Trade promotion,CHOICE_KIT,Ball Joint,CB0274,CB0274,,MAZDA,30,3.6199999999999997,108.6,USD,B2B,SELL-IN,CSH
CL0060,2026-03-05,ASIA,태국,Trade promotion,CHOICE_KIT,Stabilizer Link,CL0060,CL0060,,MAZDA,28,6.08,170.24,USD,B2B,SELL-IN,CSH
CL0410,2026-03-05,ASIA,태국,Trade promotion,CHOICE_KIT,Stabilizer Link,CL0410,CL0410,,MAZDA,28,3.31,92.68,USD,B2B,SELL-IN,CSH
CB0262,2026-03-05,ASIA,태국,Trade promotion,CHOICE_KIT,Ball Joint,CB0262,CB0262,,MITSUBISHI,40,4.3,172.0,USD,B2B,SELL-IN,CSH
CB0385,2026-03-05,ASIA,태국,Trade promotion,CHOICE_KIT,Ball Joint,CB0385,CB0385,,TOYOTA,96,6.8,652.8,USD,B2B,SELL-IN,CSH
CB0371,2026-03-05,ASIA,태국,Trade promotion,CHOICE_KIT,Ball Joint,CB0371,CB0371,,TOYOTA,30,5.489999999999999,164.7,USD,B2B,SELL-IN,CSH
CB0333,2026-03-05,ASIA,태국,Trade promotion,CHOICE_KIT,Ball Joint,CB0333,CB0333,,NISSAN,60,5.88,352.8,USD,B2B,SELL-IN,CSH
CB0334,2026-03-05,ASIA,태국,Trade promotion,CHOICE_KIT,Ball Joint,CB0334,CB0334,,NISSAN,40,6.14,245.6,USD,B2B,SELL-IN,CSH
CL0456,2026-03-05,ASIA,태국,Trade promotion,CHOICE_KIT,Stabilizer Link,CL0456,CL0456,,NISSAN,20,4.0200000000000005,80.4,USD,B2B,SELL-IN,CSH
CB0336,2026-03-05,ASIA,태국,Trade promotion,CHOICE_KIT,Ball Joint,CB0336,CB0336,,NISSAN,30,3.33,99.9,USD,B2B,SELL-IN,CSH
CB0286,2026-03-05,ASIA,태국,Trade promotion,CHOICE_KIT,Ball Joint,CB0286,CB0286,,MAZDA,16,7.94,127.04,USD,B2B,SELL-IN,CSH
CE0917,2026-03-05,ASIA,태국,Trade promotion,CHOICE_KIT,OTR,CE0917,CE0917,,TOYOTA,108,7.010000000000001,757.08,USD,B2B,SELL-IN,CSH
CB0251,2026-03-05,ASIA,태국,Trade promotion,CHOICE_KIT,Ball Joint,CB0251,CB0251,,MITSUBISHI,48,5.87,281.76,USD,B2B,SELL-IN,CSH
CL05270S,2026-03-05,ASIA,태국,Trade promotion,CHOICE_KIT,Stabilizer Link,CL05270S,CL05270S,,SUZUKI,40,3.06,122.4,USD,B2B,SELL-IN,CSH
CL0460L,2026-03-05,ASIA,태국,Trade promotion,CHOICE_KIT,Stabilizer Link,CL0460L,CL0460L,,NISSAN,10,4.51,45.1,USD,B2B,SELL-IN,CSH
CL0460R,2026-03-05,ASIA,태국,Trade promotion,CHOICE_KIT,Stabilizer Link,CL0460R,CL0460R,,NISSAN,10,4.51,45.1,USD,B2B,SELL-IN,CSH
CB0396,2026-03-05,ASIA,태국,Trade promotion,CHOICE_KIT,Ball Joint,CB0396,CB0396,,TOYOTA,24,6.38,153.12,USD,B2B,SELL-IN,CSH
CB0253,2026-03-05,ASIA,태국,Trade promotion,CHOICE_KIT,Ball Joint,CB0253,CB0253,,MITSUBISHI,60,5.14,308.4,USD,B2B,SELL-IN,CSH
CB0254,2026-03-05,ASIA,태국,Trade promotion,CHOICE_KIT,Ball Joint,CB0254,CB0254,,MITSUBISHI,120,6.78,813.6,USD,B2B,SELL-IN,CSH
CE0423L,2026-03-05,ASIA,태국,Trade promotion,CHOICE_KIT,OTR,CE0423L,CE0423L,,MITSUBISHI,20,5.84,116.8,USD,B2B,SELL-IN,CSH
CE0423R,2026-03-05,ASIA,태국,Trade promotion,CHOICE_KIT,OTR,CE0423R,CE0423R,,MITSUBISHI,20,5.84,116.8,USD,B2B,SELL-IN,CSH
CE0433,2026-03-05,ASIA,태국,Trade promotion,CHOICE_KIT,OTR,CE0433,CE0433,,MITSUBISHI,22,5.48,120.56,USD,B2B,SELL-IN,CSH
CL0389,2026-03-05,ASIA,태국,Trade promotion,CHOICE_KIT,Stabilizer Link,CL0389,CL0389,,MITSUBISHI,40,3.12,124.8,USD,B2B,SELL-IN,CSH
CL0390,2026-03-05,ASIA,태국,Trade promotion,CHOICE_KIT,Stabilizer Link,CL0390,CL0390,,MITSUBISHI,20,3.12,62.4,USD,B2B,SELL-IN,CSH
CR0384,2026-03-05,ASIA,태국,Trade promotion,CHOICE_KIT,ITR,CR0384,CR0384,,MITSUBISHI,20,6.640000000000001,132.8,USD,B2B,SELL-IN,CSH
CR0385,2026-03-05,ASIA,태국,Trade promotion,CHOICE_KIT,ITR,CR0385,CR0385,,MITSUBISHI,20,5.8100000000000005,116.2,USD,B2B,SELL-IN,CSH
CR0740,2026-03-05,ASIA,태국,Trade promotion,CHOICE_KIT,ITR,CR0740,CR0740,,MITSUBISHI,20,6.68,133.6,USD,B2B,SELL-IN,CSH
CB0406,2026-03-05,ASIA,태국,Trade promotion,CHOICE_KIT,Ball Joint,CB0406,CB0406,,TOYOTA,900,4.92,4428.0,USD,B2B,SELL-IN,CSH
CB0408,2026-03-05,ASIA,태국,Trade promotion,CHOICE_KIT,Ball Joint,CB0408,CB0408,,TOYOTA,1200,6.0,7200.0,USD,B2B,SELL-IN,CSH
CL0574,2026-03-05,ASIA,태국,Trade promotion,CHOICE_KIT,Stabilizer Link,CL0574,CL0574,,TOYOTA,100,4.46,446.0,USD,B2B,SELL-IN,CSH
CL0575,2026-03-05,ASIA,태국,Trade promotion,CHOICE_KIT,Stabilizer Link,CL0575,CL0575,,TOYOTA,100,4.46,446.0,USD,B2B,SELL-IN,CSH
CR0659,2026-03-05,ASIA,태국,Trade promotion,CHOICE_KIT,ITR,CR0659,CR0659,,TOYOTA,400,6.02,2408.0,USD,B2B,SELL-IN,CSH
CR0623,2026-03-05,ASIA,태국,Trade promotion,CHOICE_KIT,ITR,CR0623,CR0623,,TOYOTA,32,5.18,165.76,USD,B2B,SELL-IN,CSH
CL05910S,2026-03-05,ASIA,태국,Trade promotion,CHOICE_KIT,Stabilizer Link,CL05910S,CL05910S,,TOYOTA,100,3.6,360.0,USD,B2B,SELL-IN,CSH
CE0291,2026-03-05,ASIA,태국,Trade promotion,CHOICE_KIT,OTR,CE0291,CE0291,,GMDAT,84,4.96,416.64,USD,B2B,SELL-IN,GP
CE0657,2026-03-05,ASIA,태국,Trade promotion,CHOICE_KIT,OTR,CE0657,CE0657,,TOYOTA,36,3.06,110.16,USD,B2B,SELL-IN,GP
CL0062,2026-03-05,ASIA,태국,Trade promotion,CHOICE_KIT,Stabilizer Link,CL0062,CL0062,,FORD,36,5.97,214.92,USD,B2B,SELL-IN,GP
CL01780S,2026-03-05,ASIA,태국,Trade promotion,CHOICE_KIT,Stabilizer Link,CL01780S,CL01780S,,HONDA,30,3.33,99.9,USD,B2B,SELL-IN,GP
CL02490S,2026-03-05,ASIA,태국,Trade promotion,CHOICE_KIT,Stabilizer Link,CL02490S,CL02490S,,CHEVROLET,24,3.33,79.92,USD,B2B,SELL-IN,GP
CL0387,2026-03-05,ASIA,태국,Trade promotion,CHOICE_KIT,Stabilizer Link,CL0387,CL0387,,MITSUBISHI,60,3.31,198.6,USD,B2B,SELL-IN,GP
CL0524,2026-03-05,ASIA,태국,Trade promotion,CHOICE_KIT,Stabilizer Link,CL0524,CL0524,,SUZUKI,10,2.9,29.0,USD,B2B,SELL-IN,GP
CL05860S,2026-03-05,ASIA,태국,Trade promotion,CHOICE_KIT,Stabilizer Link,CL05860S,CL05860S,,TOYOTA,80,4.58,366.4,USD,B2B,SELL-IN,GP
CR0121,2026-03-05,ASIA,태국,Trade promotion,CHOICE_KIT,ITR,CR0121,CR0121,,GM,60,4.96,297.6,USD,B2B,SELL-IN,GP
CR1013,2026-03-05,ASIA,태국,Trade promotion,CHOICE_KIT,ITR,CR1013,CR1013,,FORD,792,6.9399999999999995,5496.48,USD,B2B,SELL-IN,SERI
CL0227,2026-03-05,ASIA,태국,Trade promotion,CHOICE_KIT,Stabilizer Link,CL0227,CL0227,,HONDA,200,4.65,930.0,USD,B2B,SELL-IN,SERI
CQ0065L,2026-03-06,ASIA,태국,Trade promotion,CHOICE_KIT,Control Arm,CQ0065L,CQ0065L,,HONDA,5,19.15,95.75,USD,B2B,SELL-IN,GP
CQ0065R,2026-03-06,ASIA,태국,Trade promotion,CHOICE_KIT,Control Arm,CQ0065R,CQ0065R,,HONDA,5,19.15,95.75,USD,B2B,SELL-IN,GP
CR0438,2026-03-06,ASIA,태국,Trade promotion,CHOICE_KIT,ITR,CR0438,CR0438,,MAZDA,20,3.54,70.8,USD,B2B,SELL-IN,GP
CL0750,2026-03-11,ASIA,브루나이,Trade promotion,CHOICE_KIT,Stabilizer Link,CL0750,CL0750,,HYUNDAI,60,3.9099999999999997,234.6,USD,B2B,SELL-IN,KR-OE
CE0946L,2026-03-11,ASIA,브루나이,Trade promotion,CHOICE_KIT,OTR,CE0946L,CE0946L,,HYUNDAI,20,6.3100000000000005,126.2,USD,B2B,SELL-IN,KR-OE
CE0946R,2026-03-11,ASIA,브루나이,Trade promotion,CHOICE_KIT,OTR,CE0946R,CE0946R,,HYUNDAI,20,6.3100000000000005,126.2,USD,B2B,SELL-IN,KR-OE
CE0943L,2026-03-11,ASIA,브루나이,Trade promotion,CHOICE_KIT,OTR,CE0943L,CE0943L,,KIA,20,7.13,142.6,USD,B2B,SELL-IN,KR-OE
CE0943R,2026-03-11,ASIA,브루나이,Trade promotion,CHOICE_KIT,OTR,CE0943R,CE0943R,,KIA,20,7.13,142.6,USD,B2B,SELL-IN,KR-OE
CR0831,2026-03-11,ASIA,브루나이,Trade promotion,CHOICE_KIT,ITR,CR0831,CR0831,,HYUNDAI,40,5.55,222.0,USD,B2B,SELL-IN,KR-OE
CL02910S,2026-03-11,ASIA,브루나이,Trade promotion,CHOICE_KIT,Stabilizer Link,CL02910S,CL02910S,,HYUNDAI,400,3.66,1464.0,USD,B2B,SELL-IN,KR-OE
CL02680S,2026-03-11,ASIA,브루나이,Trade promotion,CHOICE_KIT,Stabilizer Link,CL02680S,CL02680S,,HYUNDAI,200,3.18,636.0,USD,B2B,SELL-IN,KR-OE
CL02930S,2026-03-11,ASIA,브루나이,Trade promotion,CHOICE_KIT,Stabilizer Link,CL02930S,CL02930S,,KIA,200,3.43,686.0,USD,B2B,SELL-IN,KR-OE
CL03010S,2026-03-11,ASIA,브루나이,Trade promotion,CHOICE_KIT,Stabilizer Link,CL03010S,CL03010S,,HYUNDAI,200,3.41,682.0,USD,B2B,SELL-IN,KR-OE
CL0297L,2026-03-11,ASIA,브루나이,Trade promotion,CHOICE_KIT,Stabilizer Link,CL0297L,CL0297L,,HYUNDAI,50,4.53,226.5,USD,B2B,SELL-IN,KR-OE
CL0297R,2026-03-11,ASIA,브루나이,Trade promotion,CHOICE_KIT,Stabilizer Link,CL0297R,CL0297R,,HYUNDAI,50,4.53,226.5,USD,B2B,SELL-IN,KR-OE
CL0282LS,2026-03-11,ASIA,브루나이,Trade promotion,CHOICE_KIT,Stabilizer Link,CL0282LS,CL0282LS,,HYUNDAI,100,3.48,348.0,USD,B2B,SELL-IN,KR-OE
CL0282RS,2026-03-11,ASIA,브루나이,Trade promotion,CHOICE_KIT,Stabilizer Link,CL0282RS,CL0282RS,,HYUNDAI,100,3.48,348.0,USD,B2B,SELL-IN,KR-OE
CL0309LS,2026-03-11,ASIA,브루나이,Trade promotion,CHOICE_KIT,Stabilizer Link,CL0309LS,CL0309LS,,HYUNDAI,100,3.56,356.0,USD,B2B,SELL-IN,KR-OE
CL0309RS,2026-03-11,ASIA,브루나이,Trade promotion,CHOICE_KIT,Stabilizer Link,CL0309RS,CL0309RS,,HYUNDAI,100,3.56,356.0,USD,B2B,SELL-IN,KR-OE
CL03590S,2026-03-11,ASIA,브루나이,Trade promotion,CHOICE_KIT,Stabilizer Link,CL03590S,CL03590S,,HYUNDAI,100,3.51,351.0,USD,B2B,SELL-IN,KR-OE
CL03110S,2026-03-11,ASIA,브루나이,Trade promotion,CHOICE_KIT,Stabilizer Link,CL03110S,CL03110S,,HYUNDAI,100,3.62,362.0,USD,B2B,SELL-IN,KR-OE
CL0361,2026-03-11,ASIA,브루나이,Trade promotion,CHOICE_KIT,Stabilizer Link,CL0361,CL0361,,KIA,60,4.6,276.0,USD,B2B,SELL-IN,KR-OE
CL02690S,2026-03-11,ASIA,브루나이,Trade promotion,CHOICE_KIT,Stabilizer Link,CL02690S,CL02690S,,HYUNDAI,40,3.1,124.0,USD,B2B,SELL-IN,KR-OE
CL02940S,2026-03-11,ASIA,브루나이,Trade promotion,CHOICE_KIT,Stabilizer Link,CL02940S,CL02940S,,KIA,40,3.31,132.4,USD,B2B,SELL-IN,KR-OE
CL02900S,2026-03-11,ASIA,브루나이,Trade promotion,CHOICE_KIT,Stabilizer Link,CL02900S,CL02900S,,KIA,200,4.3,860.0,USD,B2B,SELL-IN,KR-OE
